"Domain","Base Domain","URL","Agency","Sources","Compliant with M-15-13 and BOD 18-01","Enforces HTTPS","Strict Transport Security (HSTS)","Free of RC4/3DES and SSLv2/SSLv3","3DES","RC4","SSLv2","SSLv3","Preloaded"
"noaactxauth.rdc.noaa.gov","noaa.gov","https://noaactxauth.rdc.noaa.gov","Department of Commerce","rdns-snapshot, other","No","Yes","No","Yes","No","No","No","No","No"
"noaactxnf2.rdc.noaa.gov","noaa.gov","https://noaactxnf2.rdc.noaa.gov","Department of Commerce","censys-snapshot, other","No","Yes","No","Yes","No","No","No","No","No"
"noaanews.noaa.gov","noaa.gov","http://www.noaanews.noaa.gov","Department of Commerce","dap, eot2016, other","No","No","No","","","","","","No"
"noaanf.rdc.noaa.gov","noaa.gov","https://noaanf.rdc.noaa.gov","Department of Commerce","eot2016, other","No","Yes","No","Yes","No","No","No","No","No"
"noaaonline-dev.csp.noaa.gov","noaa.gov","https://noaaonline-dev.csp.noaa.gov","Department of Commerce","censys-snapshot, other","Yes","Yes","Yes","Yes","No","No","No","No","No"
"noaaonline.noaa.gov","noaa.gov","https://noaaonline.noaa.gov","Department of Commerce","censys-snapshot, other","Yes","Yes","Yes","Yes","No","No","No","No","No"
"noc.noaa.gov","noaa.gov","https://www.noc.noaa.gov","Department of Commerce","rdns-snapshot, eot2016, other","Yes","Yes","Yes","Yes","No","No","No","No","No"
"noc.nwave.noaa.gov","noaa.gov","https://noc.nwave.noaa.gov","Department of Commerce","eot2016, other","Yes","Yes","Yes","Yes","No","No","No","No","No"
"nodc.noaa.gov","noaa.gov","https://www.nodc.noaa.gov","Department of Commerce","dap, eot2016, other","Yes","Yes","Yes","Yes","No","No","No","No","No"
"nohrsc.l.noaa.gov","noaa.gov","http://www.nohrsc.l.noaa.gov","Department of Commerce","other","No","No","No","","","","","","No"
"nohrsc.noaa.gov","noaa.gov","http://www.nohrsc.noaa.gov","Department of Commerce","rdns-snapshot, eot2016, other","No","No","No","Yes","No","No","No","No","No"
"nohrscdev.ncep.noaa.gov","noaa.gov","http://www.nohrscdev.ncep.noaa.gov","Department of Commerce","rdns-snapshot, other","No","No","No","","","","","","No"
"nomad1.ncep.noaa.gov","noaa.gov","http://nomad1.ncep.noaa.gov","Department of Commerce","eot2016, other","No","No","No","","","","","","No"
"nomad2.ncep.noaa.gov","noaa.gov","http://nomad2.ncep.noaa.gov","Department of Commerce","rdns-snapshot, eot2016, other","No","No","No","","","","","","No"
"nomad3.ncep.noaa.gov","noaa.gov","http://nomad3.ncep.noaa.gov","Department of Commerce","rdns-snapshot, eot2016, other","No","No","No","","","","","","No"
"nomad5.ncep.noaa.gov","noaa.gov","http://nomad5.ncep.noaa.gov","Department of Commerce","rdns-snapshot, eot2016, other","No","No","No","","","","","","No"
"nomad6.ncep.noaa.gov","noaa.gov","http://nomad6.ncep.noaa.gov","Department of Commerce","rdns-snapshot, eot2016, other","No","No","No","","","","","","No"
"nomad7.ncep.noaa.gov","noaa.gov","http://nomad7.ncep.noaa.gov","Department of Commerce","rdns-snapshot, eot2016, other","No","No","No","","","","","","No"
"nomads.gfdl.noaa.gov","noaa.gov","http://nomads.gfdl.noaa.gov","Department of Commerce","eot2016, other","No","No","No","","","","","","No"
"nomads.ncdc.noaa.gov","noaa.gov","https://nomads.ncdc.noaa.gov","Department of Commerce","rdns-snapshot, dap, eot2016, other","No","Yes","No","No","Yes","No","No","No","No"
"nomads.ncep.noaa.gov","noaa.gov","http://nomads.ncep.noaa.gov","Department of Commerce","eot2016, other","No","No","No","","","","","","No"
"nominate.noaa.gov","noaa.gov","https://nominate.noaa.gov","Department of Commerce","dap, eot2016, other","Yes","Yes","Yes","Yes","No","No","No","No","No"
"nopp.ncep.noaa.gov","noaa.gov","http://nopp.ncep.noaa.gov","Department of Commerce","eot2016, other","No","No","No","","","","","","No"
"northeast-mdc.diver.orr.noaa.gov","noaa.gov","https://northeast-mdc.diver.orr.noaa.gov","Department of Commerce","dap","Yes","Yes","Yes","Yes","No","No","No","No","No"
"nos-ssmc.woc.noaa.gov","noaa.gov","http://nos-ssmc.woc.noaa.gov","Department of Commerce","other","No","No","No","","","","","","No"
"nos-ssmc2.woc.noaa.gov","noaa.gov","http://nos-ssmc2.woc.noaa.gov","Department of Commerce","rdns-snapshot, other","No","No","No","","","","","","No"
"nos-woc.boulder.noaa.gov","noaa.gov","http://nos-woc.boulder.noaa.gov","Department of Commerce","rdns-snapshot, other","No","No","No","","","","","","No"
"nos-woc2.boulder.noaa.gov","noaa.gov","http://nos-woc2.boulder.noaa.gov","Department of Commerce","rdns-snapshot, other","No","No","No","","","","","","No"
"nosc.noaa.gov","noaa.gov","https://nosc.noaa.gov","Department of Commerce","dap, eot2016, other","Yes","Yes","Yes","Yes","No","No","No","No","No"
"nosimagery.noaa.gov","noaa.gov","https://nosimagery.noaa.gov","Department of Commerce","eot2016, other","Yes","Yes","Yes","Yes","No","No","No","No","No"
"novarbal.ncep.noaa.gov","noaa.gov","http://novarbal.ncep.noaa.gov","Department of Commerce","rdns-snapshot, other","No","No","No","","","","","","No"
"nowcoast.ncep.noaa.gov","noaa.gov","https://nowcoast.ncep.noaa.gov","Department of Commerce","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"nowcoast.noaa.gov","noaa.gov","https://nowcoast.noaa.gov","Department of Commerce","dap, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"nowcoastdev.bldr.ncep.noaa.gov","noaa.gov","http://nowcoastdev.bldr.ncep.noaa.gov","Department of Commerce","dap","No","No","No","","","","","","No"
"nowcoastqa.bldr.ncep.noaa.gov","noaa.gov","http://nowcoastqa.bldr.ncep.noaa.gov","Department of Commerce","dap","No","No","No","","","","","","No"
"nowcoastqa.ncep.noaa.gov","noaa.gov","http://nowcoastqa.ncep.noaa.gov","Department of Commerce","dap, eot2016, other","No","No","No","No","Yes","Yes","No","Yes","No"
"nrc.iso.noaa.gov","noaa.gov","http://nrc.iso.noaa.gov","Department of Commerce","dap, eot2016, other","No","No","No","","","","","","No"
"nrc.noaa.gov","noaa.gov","https://nrc.noaa.gov","Department of Commerce","eot2016, other","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"nrc.oarhq.noaa.gov","noaa.gov","http://nrc.oarhq.noaa.gov","Department of Commerce","eot2016, other","No","No","No","","","","","","No"
"nrm.nesdis.noaa.gov","noaa.gov","https://nrm.nesdis.noaa.gov","Department of Commerce","censys-snapshot, other","No","No","No","","","","","","No"
"nsd.rdc.noaa.gov","noaa.gov","https://nsd.rdc.noaa.gov","Department of Commerce","eot2016, other","No","Yes","No","Yes","No","No","No","No","No"
"nsof-fw1.noc.noaa.gov","noaa.gov","https://nsof-fw1.noc.noaa.gov","Department of Commerce","censys-snapshot, other","Yes","Yes","Yes","Yes","No","No","No","No","No"
"nssl.noaa.gov","noaa.gov","https://www.nssl.noaa.gov","Department of Commerce","rdns-snapshot, dap, eot2016, other","Yes","Yes","Yes","Yes","No","No","No","No","No"
"ntwc.arh.noaa.gov","noaa.gov","http://ntwc.arh.noaa.gov","Department of Commerce","dap, eot2016, other","No","No","No","","","","","","No"
"ntwc.ncep.noaa.gov","noaa.gov","http://ntwc.ncep.noaa.gov","Department of Commerce","dap, eot2016, other","No","No","No","","","","","","No"
"nurp.noaa.gov","noaa.gov","http://www.nurp.noaa.gov","Department of Commerce","eot2016, other","No","No","No","","","","","","No"
"nurseshark.nmfs.noaa.gov","noaa.gov","http://nurseshark.nmfs.noaa.gov","Department of Commerce","rdns-snapshot, eot2016, other","No","No","No","","","","","","No"
"nushadi.aoml.noaa.gov","noaa.gov","http://nushadi.aoml.noaa.gov","Department of Commerce","rdns-snapshot, eot2016, other","No","No","No","","","","","","No"
"nwac.noaa.gov","noaa.gov","http://www.nwac.noaa.gov","Department of Commerce","eot2016","No","No","No","","","","","","No"
"nwcoa3.nwfsc.noaa.gov","noaa.gov","https://nwcoa3.nwfsc.noaa.gov","Department of Commerce","rdns-snapshot, dap, eot2016, other","Yes","Yes","Yes","Yes","No","No","No","No","No"
"nwcseminar.nssl.noaa.gov","noaa.gov","https://nwcseminar.nssl.noaa.gov","Department of Commerce","dap, eot2016, other","Yes","Yes","Yes","Yes","No","No","No","No","No"
"nweb.ngs.noaa.gov","noaa.gov","https://nweb.ngs.noaa.gov","Department of Commerce","dap, eot2016, other","Yes","Yes","Yes","Yes","No","No","No","No","No"
"nwfsc.noaa.gov","noaa.gov","https://www.nwfsc.noaa.gov","Department of Commerce","rdns-snapshot, dap, eot2016, other","Yes","Yes","Yes","Yes","No","No","No","No","No"
"nwfscsc.noaa.gov","noaa.gov","http://www.nwfscsc.noaa.gov","Department of Commerce","eot2016, other","No","No","No","","","","","","No"
"nwg.noaa.gov","noaa.gov","http://www.nwg.noaa.gov","Department of Commerce","other","No","No","No","","","","","","No"
"nwmdata.nohrsc.noaa.gov","noaa.gov","http://nwmdata.nohrsc.noaa.gov","Department of Commerce","rdns-snapshot, other","No","No","No","Yes","No","No","No","No","No"
"nwr.noaa.gov","noaa.gov","http://www.nwr.noaa.gov","Department of Commerce","eot2016, other","No","No","No","","","","","","No"
"nwrfc.noaa.gov","noaa.gov","https://nwrfc.noaa.gov","Department of Commerce","rdns-snapshot, dap, eot2016, other","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"nws-connect.irc.noaa.gov","noaa.gov","http://nws-connect.irc.noaa.gov","Department of Commerce","rdns-snapshot","No","No","No","Yes","No","No","No","No","No"
"nws-vpn.irc.noaa.gov","noaa.gov","https://nws-vpn.irc.noaa.gov","Department of Commerce","rdns-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"nws.noaa.gov","noaa.gov","http://nws.noaa.gov","Department of Commerce","dap, eot2016, other","No","No","No","","","","","","No"
"nwstc.noaa.gov","noaa.gov","http://www.nwstc.noaa.gov","Department of Commerce","rdns-snapshot, eot2016, other","No","No","No","","","","","","No"
"oa.oarhq.noaa.gov","noaa.gov","http://oa.oarhq.noaa.gov","Department of Commerce","eot2016, other","No","No","No","","","","","","No"
"oar-rprm.boulder.noaa.gov","noaa.gov","http://oar-rprm.boulder.noaa.gov","Department of Commerce","rdns-snapshot","No","No","No","","","","","","No"
"oar.noaa.gov","noaa.gov","https://oar.noaa.gov","Department of Commerce","dap, eot2016, other","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"obs32jazz.nws.noaa.gov","noaa.gov","http://obs32jazz.nws.noaa.gov","Department of Commerce","rdns-snapshot, other","No","No","No","","","","","","No"
"oceanacidification.noaa.gov","noaa.gov","https://oceanacidification.noaa.gov","Department of Commerce","eot2016, other","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"oceanexplorer.noaa.gov","noaa.gov","https://oceanexplorer.noaa.gov","Department of Commerce","dap, eot2016, other","Yes","Yes","Yes","Yes","No","No","No","No","No"
"oceans.pmel.noaa.gov","noaa.gov","https://oceans.pmel.noaa.gov","Department of Commerce","eot2016, other","Yes","Yes","Yes","Yes","No","No","No","No","No"
"oceanservice.noaa.gov","noaa.gov","https://oceanservice.noaa.gov","Department of Commerce","dap, eot2016, other","Yes","Yes","Yes","Yes","No","No","No","No","No"
"oceantoday.noaa.gov","noaa.gov","https://oceantoday.noaa.gov","Department of Commerce","dap, eot2016, other","Yes","Yes","Yes","Yes","No","No","No","No","No"
"oceanview.pfeg.noaa.gov","noaa.gov","http://oceanview.pfeg.noaa.gov","Department of Commerce","rdns-snapshot, eot2016, other","No","No","Yes","Yes","No","No","No","No","No"
"oceanwatch.noaa.gov","noaa.gov","http://oceanwatch.noaa.gov","Department of Commerce","eot2016, other","No","No","No","","","","","","No"
"oceanwatch.pfeg.noaa.gov","noaa.gov","https://oceanwatch.pfeg.noaa.gov","Department of Commerce","rdns-snapshot, eot2016, other","Yes","Yes","Yes","Yes","No","No","No","No","No"
"oceanwatch.pifsc.noaa.gov","noaa.gov","http://oceanwatch.pifsc.noaa.gov","Department of Commerce","eot2016","No","No","No","Yes","No","No","No","No","No"
"ociobldfw1.noc.noaa.gov","noaa.gov","https://ociobldfw1.noc.noaa.gov","Department of Commerce","censys-snapshot, other","Yes","Yes","Yes","Yes","No","No","No","No","No"
"ocm-chs-fw1.coast.noaa.gov","noaa.gov","https://ocm-chs-fw1.coast.noaa.gov","Department of Commerce","rdns-snapshot, other","No","Yes","No","Yes","No","No","No","No","No"
"ocm-s-sp2016.coast.noaa.gov","noaa.gov","https://ocm-s-sp2016.coast.noaa.gov","Department of Commerce","rdns-snapshot","No","Yes","Yes","No","Yes","No","No","No","No"
"ocm-s-spqa2016.coast.noaa.gov","noaa.gov","http://ocm-s-spqa2016.coast.noaa.gov","Department of Commerce","rdns-snapshot","No","No","No","","","","","","No"
"ocsdata.ncd.noaa.gov","noaa.gov","https://ocsdata.ncd.noaa.gov","Department of Commerce","rdns-snapshot, eot2016, other","No","Yes","No","No","Yes","No","No","No","No"
"ocsftp.ncd.noaa.gov","noaa.gov","http://ocsftp.ncd.noaa.gov","Department of Commerce","rdns-snapshot","No","No","No","","","","","","No"
"ocsp.nos.noaa.gov","noaa.gov","http://ocsp.nos.noaa.gov","Department of Commerce","censys-snapshot, other","No","No","No","No","Yes","No","No","No","No"
"oculus.atdd.noaa.gov","noaa.gov","http://oculus.atdd.noaa.gov","Department of Commerce","rdns-snapshot, eot2016, other","No","No","No","","","","","","No"
"odds.afsc.noaa.gov","noaa.gov","https://odds.afsc.noaa.gov","Department of Commerce","rdns-snapshot, eot2016, other","Yes","Yes","Yes","Yes","No","No","No","No","No"
"oeab.noaa.gov","noaa.gov","https://oeab.noaa.gov","Department of Commerce","eot2016, other","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"oedwebapps.iso.noaa.gov","noaa.gov","https://oedwebapps.iso.noaa.gov","Department of Commerce","rdns-snapshot, eot2016, other","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"oepreview.nos.noaa.gov","noaa.gov","http://oepreview.nos.noaa.gov","Department of Commerce","dap, eot2016, other","No","No","No","","","","","","No"
"oer.oarhq.noaa.gov","noaa.gov","http://oer.oarhq.noaa.gov","Department of Commerce","eot2016, other","No","No","No","","","","","","No"
"oesd.noaa.gov","noaa.gov","http://www.oesd.noaa.gov","Department of Commerce","eot2016, other","No","No","No","","","","","","No"
"ofcm.noaa.gov","noaa.gov","https://www.ofcm.noaa.gov","Department of Commerce","eot2016, other","Yes","Yes","Yes","Yes","No","No","No","No","No"
"ofcm.woc.noaa.gov","noaa.gov","https://www.ofcm.woc.noaa.gov","Department of Commerce","censys-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"ogp.noaa.gov","noaa.gov","http://www.ogp.noaa.gov","Department of Commerce","eot2016, other","No","No","No","","","","","","No"
"old.tidesandcurrents.noaa.gov","noaa.gov","https://old.tidesandcurrents.noaa.gov","Department of Commerce","eot2016, other","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"olympiccoast.noaa.gov","noaa.gov","https://olympiccoast.noaa.gov","Department of Commerce","dap, eot2016, other","Yes","Yes","Yes","Yes","No","No","No","No","No"
"om.cmdl.noaa.gov","noaa.gov","https://om.cmdl.noaa.gov","Department of Commerce","rdns-snapshot, other","No","Yes","No","Yes","No","No","No","No","No"
"omao-seg.noaa.gov","noaa.gov","https://omao-seg.noaa.gov","Department of Commerce","censys-snapshot, other","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"omao.noaa.gov","noaa.gov","http://www.omao.noaa.gov","Department of Commerce","dap, eot2016, other","No","No","No","Yes","No","No","No","No","No"
"ondemand.nssl.noaa.gov","noaa.gov","https://ondemand.nssl.noaa.gov","Department of Commerce","dap, eot2016, other","Yes","Yes","Yes","Yes","No","No","No","No","No"
"opah.ncep.noaa.gov","noaa.gov","http://www.opah.ncep.noaa.gov","Department of Commerce","rdns-snapshot","No","No","No","","","","","","No"
"opah.nhc.ncep.noaa.gov","noaa.gov","http://www.opah.nhc.ncep.noaa.gov","Department of Commerce","rdns-snapshot","No","No","No","","","","","","No"
"opc.ncep.noaa.gov","noaa.gov","http://www.opc.ncep.noaa.gov","Department of Commerce","eot2016, other","No","No","No","No","Yes","Yes","No","Yes","No"
"opendap.co-ops.nos.noaa.gov","noaa.gov","https://opendap.co-ops.nos.noaa.gov","Department of Commerce","rdns-snapshot, dap, eot2016, other","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"opengeo-dev-bldr.ncep.noaa.gov","noaa.gov","https://opengeo-dev-bldr.ncep.noaa.gov","Department of Commerce","censys-snapshot","No","Yes","No","No","Yes","Yes","No","Yes","No"
"opengeo-dev-cprk.ncep.noaa.gov","noaa.gov","https://opengeo-dev-cprk.ncep.noaa.gov","Department of Commerce","censys-snapshot","No","No","No","","","","","","No"
"opengeo-dev.ncep.noaa.gov","noaa.gov","https://opengeo-dev.ncep.noaa.gov","Department of Commerce","censys-snapshot","No","Yes","No","No","Yes","Yes","No","Yes","No"
"opengis-demo.crh.noaa.gov","noaa.gov","http://opengis-demo.crh.noaa.gov","Department of Commerce","rdns-snapshot","No","No","No","","","","","","No"
"ops1.nws.noaa.gov","noaa.gov","http://www.ops1.nws.noaa.gov","Department of Commerce","rdns-snapshot, eot2016, other","No","No","No","","","","","","No"
"ops13disc.nws.noaa.gov","noaa.gov","http://ops13disc.nws.noaa.gov","Department of Commerce","rdns-snapshot, other","No","No","No","","","","","","No"
"ops13web.nws.noaa.gov","noaa.gov","http://ops13web.nws.noaa.gov","Department of Commerce","rdns-snapshot, eot2016, other","No","No","No","","","","","","No"
"opsview-deploy.boulder.noaa.gov","noaa.gov","http://opsview-deploy.boulder.noaa.gov","Department of Commerce","rdns-snapshot, other","No","No","No","No","Yes","Yes","No","No","No"
"opsview.boulder.noaa.gov","noaa.gov","http://opsview.boulder.noaa.gov","Department of Commerce","censys-snapshot, other","No","No","No","No","Yes","Yes","No","No","No"
"orbit.nesdis.noaa.gov","noaa.gov","https://www.orbit.nesdis.noaa.gov","Department of Commerce","dap, eot2016, other","Yes","Yes","Yes","Yes","No","No","No","No","No"
"ordnancereefsurvey.noaa.gov","noaa.gov","http://ordnancereefsurvey.noaa.gov","Department of Commerce","eot2016","No","No","No","","","","","","No"
"origin-wcatwc.arh.noaa.gov","noaa.gov","http://origin-wcatwc.arh.noaa.gov","Department of Commerce","dap, eot2016, other","No","No","No","","","","","","No"
"origin-www.crh.noaa.gov","noaa.gov","http://origin-www.crh.noaa.gov","Department of Commerce","eot2016, other","No","No","No","","","","","","No"
"origin-www.nws.noaa.gov","noaa.gov","http://origin-www.nws.noaa.gov","Department of Commerce","eot2016, other","No","No","No","","","","","","No"
